id,release_year,runtime,genres,seasons,imdb_score,imdb_votes,platform
ts21669,1994,47,"['scifi', 'fantasy', 'drama', 'family']",9,6.0,7447,paramount
ts6600,1991,24,"['animation', 'comedy', 'drama', 'family', 'fantasy']",8,7.4,19367,paramount
ts11988,1991,28,"['comedy', 'family']",5,7.1,9234,paramount
ts16650,1998,21,"['comedy', 'sport', 'animation', 'action']",6,6.9,11528,paramount
ts11783,1998,20,"['animation', 'comedy', 'family']",3,6.5,23763,paramount
ts4161,1999,11,"['animation', 'crime', 'fantasy', 'comedy', 'family', 'european']",21,5.5,4961,paramount
ts635,1998,24,"['documentation', 'comedy']",15,8.0,1166,paramount
ts20939,1996,21,"['drama', 'family', 'comedy']",6,5.8,3899,paramount
ts21693,1994,22,"['comedy', 'drama', 'family']",6,6.3,13054,paramount
ts13212,1995,23,"['comedy', 'romance']",4,6.2,4087,paramount
ts28755,1995,19,"['action', 'drama', 'family', 'fantasy', 'animation']",5,7.3,4150,paramount
ts16790,2000,27,"['family', 'animation', 'comedy', 'drama', 'music', 'crime']",3,6.9,6781,paramount
ts51481,1996,22,"['comedy', 'family', 'animation']",1,8.1,69,paramount
ts6716,1994,23,['family'],3,6.6,347,paramount
ts14475,1999,23,"['comedy', 'family']",3,6.7,7917,paramount
ts27551,1996,24,"['animation', 'comedy', 'family']",4,7.8,2647,paramount
ts27983,1992,26,['family'],5,7.5,618,paramount
ts36834,2000,23,"['reality', 'music']",19,5.1,1832,paramount
ts39950,2000,21,"['family', 'comedy']",3,8.4,245,paramount
ts39373,1993,23,[],3,0.0,0,paramount
ts70730,1994,22,['family'],4,7.4,1304,paramount
ts1470,2000,24,['documentation'],5,8.0,87,paramount
ts198397,1996,23,"['animation', 'comedy', 'family']",3,8.1,717,paramount
ts6495,2005,44,"['drama', 'thriller', 'crime']",16,8.1,204480,paramount
ts21262,2009,51,['reality'],15,8.5,21203,paramount
ts22337,2003,43,"['thriller', 'comedy', 'action', 'crime', 'drama']",20,7.7,137745,paramount
ts10722,2010,42,"['drama', 'thriller', 'crime']",13,7.7,42277,paramount
ts3371,2005,24,"['animation', 'action', 'family', 'fantasy']",3,9.3,324247,paramount
ts21253,2009,45,"['action', 'drama', 'crime']",14,6.8,54784,paramount
ts21745,2003,20,"['comedy', 'crime']",7,7.9,21140,paramount
ts21230,2009,44,"['drama', 'crime']",7,8.4,77687,paramount
ts5716,2001,48,"['reality', 'family', 'action']",34,7.8,14888,paramount
ts22265,2004,6,"['family', 'animation', 'comedy']",7,6.3,5556,paramount
ts21543,2010,43,"['drama', 'action', 'crime']",10,7.4,75005,paramount
ts17942,2003,21,"['comedy', 'music']",3,8.8,66715,paramount
ts21969,2001,22,"['scifi', 'comedy', 'drama', 'family', 'horror', 'animation', 'action']",2,8.4,21790,paramount
ts20642,2006,43,"['action', 'drama', 'scifi']",2,7.9,57213,paramount
ts21605,2001,44,"['scifi', 'action', 'drama']",4,7.5,54874,paramount
ts29186,2006,23,"['reality', 'drama', 'music']",6,3.7,11389,paramount
ts21933,2010,22,['comedy'],6,7.4,15076,paramount
ts22018,2007,26,"['family', 'comedy', 'romance']",6,6.7,41021,paramount
ts29582,2010,44,"['documentation', 'reality']",11,5.8,3563,paramount
ts587,2002,22,"['scifi', 'animation', 'comedy', 'drama', 'family']",1,8.2,7751,paramount
ts22456,2004,25,"['comedy', 'family']",3,7.4,18499,paramount
ts1612,2006,35,"['reality', 'sport']",17,6.8,584,paramount
ts21457,2005,45,"['drama', 'scifi', 'thriller', 'crime', 'fantasy', 'family']",7,7.1,29109,paramount
ts31820,2004,23,"['reality', 'drama']",4,4.8,3917,paramount
ts19036,2001,23,"['comedy', 'scifi', 'family', 'fantasy', 'animation']",10,7.2,38046,paramount
ts22117,2003,27,"['reality', 'comedy']",6,5.4,742,paramount
ts30311,2010,24,"['comedy', 'family', 'romance', 'drama', 'music', 'sport']",4,7.0,26452,paramount
ts31666,2003,22,"['reality', 'documentation', 'comedy']",4,7.3,4971,paramount
ts4746,2004,25,"['animation', 'comedy', 'family']",4,7.1,3481,paramount
ts516,2004,22,"['animation', 'comedy', 'reality']",3,7.1,20708,paramount
ts18569,2002,47,"['drama', 'thriller', 'action', 'crime']",10,6.4,58606,paramount
ts21464,2005,25,"['drama', 'comedy', 'romance', 'family']",4,6.1,16416,paramount
ts15200,2005,21,"['comedy', 'drama', 'music']",4,7.5,39086,paramount
ts17931,2004,47,"['drama', 'thriller', 'action', 'crime', 'reality']",9,6.9,47880,paramount
ts13001,2004,26,"['scifi', 'action', 'animation', 'comedy', 'family', 'fantasy', 'horror']",3,7.1,19031,paramount
ts8300,2004,26,"['comedy', 'family']",4,7.7,40880,paramount
ts2370,2002,26,"['animation', 'action', 'comedy', 'family', 'scifi']",4,6.9,426,paramount
ts18262,2008,42,"['drama', 'action', 'war', 'thriller', 'crime', 'sport']",5,7.7,17345,paramount
ts21783,2009,22,['comedy'],12,8.5,12,paramount
ts23771,2009,41,['reality'],9,3.6,4749,paramount
ts29760,2010,22,"['animation', 'fantasy', 'horror', 'comedy']",2,8.0,10534,paramount
ts21508,2005,22,"['comedy', 'animation']",2,8.4,4683,paramount
ts6212,2002,21,"['comedy', 'animation']",6,6.2,3196,paramount
ts22180,2010,22,['reality'],15,7.8,3576,paramount
ts20526,2006,22,"['drama', 'comedy', 'romance', 'sport']",10,6.8,4597,paramount
ts22187,2007,22,"['comedy', 'animation']",3,4.2,11,paramount
ts21668,2001,44,"['drama', 'crime']",3,7.4,5446,paramount
ts23195,2009,42,"['reality', 'romance', 'drama', 'comedy']",6,3.8,23933,paramount
ts911,2010,40,['reality'],10,3.6,728,paramount
ts20527,2008,21,"['comedy', 'animation', 'family', 'scifi', 'action']",3,7.5,19832,paramount
ts928,2009,52,"['war', 'documentation', 'history', 'european']",2,7.3,43,paramount
ts20358,2002,21,['comedy'],4,7.1,1954,paramount
ts12815,2009,25,"['comedy', 'drama', 'family', 'music']",4,6.4,13027,paramount
ts3922,2003,25,"['comedy', 'drama', 'family', 'animation']",5,5.4,5449,paramount
ts25975,2005,21,"['reality', 'documentation']",10,1.8,3135,paramount
ts21455,2010,53,['drama'],2,7.5,15019,paramount
ts21513,2010,25,"['action', 'scifi', 'family', 'animation']",4,6.1,1033,paramount
ts24584,2002,56,"['reality', 'crime']",13,5.8,749,paramount
ts37857,2010,50,['documentation'],8,8.9,713,paramount
ts20667,2009,24,"['scifi', 'comedy', 'action', 'family']",2,6.1,1201,paramount
ts32764,2007,29,"['animation', 'family']",3,6.7,459,paramount
ts31652,2004,41,"['comedy', 'european']",17,7.5,689,paramount
ts7183,2007,24,"['animation', 'family', 'comedy', 'reality']",2,5.7,4106,paramount
ts12785,2004,24,"['animation', 'comedy', 'family']",2,6.9,179,paramount
ts18694,2010,22,"['documentation', 'comedy', 'reality']",2,8.6,597,paramount
ts22217,2010,25,"['animation', 'family', 'comedy']",7,4.3,1828,paramount
ts21787,2003,25,"['action', 'scifi', 'animation', 'comedy', 'family']",4,7.0,10457,paramount
ts26564,2008,47,"['documentation', 'history', 'fantasy']",5,6.9,92,paramount
ts20565,2008,25,"['comedy', 'drama', 'family']",3,5.9,3295,paramount
ts18557,2007,21,"['drama', 'reality']",3,4.7,154,paramount
ts21411,2002,16,"['animation', 'family']",7,6.1,2632,paramount
ts21233,2006,21,"['fantasy', 'comedy', 'war', 'family', 'thriller', 'animation', 'action', 'crime']",7,6.5,2061,paramount
ts5135,2002,25,"['animation', 'fantasy', 'music', 'comedy', 'family']",5,6.5,3414,paramount
ts2766,2009,46,"['documentation', 'reality', 'comedy']",6,3.1,2760,paramount
ts31482,2001,22,"['family', 'animation']",1,7.6,1905,paramount
ts22042,2007,23,"['comedy', 'action', 'fantasy', 'animation', 'family']",2,3.3,857,paramount
ts21521,2010,37,['comedy'],4,6.9,236,paramount
ts17335,2009,20,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",2,3.3,4209,paramount
ts21228,2008,24,"['comedy', 'animation', 'family']",2,5.3,2542,paramount
ts22008,2007,23,"['animation', 'comedy', 'family']",2,4.4,1030,paramount
ts11772,2009,25,['family'],3,6.6,579,paramount
ts27643,2005,22,"['documentation', 'family', 'music', 'reality']",6,6.7,957,paramount
ts22004,2007,25,"['animation', 'family', 'fantasy']",2,5.3,1088,paramount
ts20508,2009,22,"['reality', 'comedy']",7,7.6,2819,paramount
ts269614,2009,37,"['reality', 'family']",14,4.2,10,paramount
ts5961,2004,22,['reality'],6,5.6,141,paramount
ts25382,2008,56,['documentation'],4,0.0,0,paramount
ts306018,2005,22,['comedy'],18,6.5,2446,paramount
ts22303,2010,19,"['action', 'comedy', 'crime', 'family', 'animation']",3,5.6,3528,paramount
ts30244,2010,22,"['family', 'fantasy', 'animation', 'european']",4,5.9,286,paramount
ts645,2003,82,['comedy'],1,7.3,80,paramount
ts36793,2006,27,"['reality', 'comedy', 'romance']",7,3.3,818,paramount
ts21553,2010,24,"['action', 'comedy', 'family', 'fantasy', 'scifi', 'animation']",2,2.9,2016,paramount
ts43365,2007,27,"['documentation', 'history']",2,8.1,30,paramount
ts18817,2008,22,['reality'],2,5.1,1276,paramount
ts26018,2005,25,"['comedy', 'family']",7,8.7,799,paramount
ts5398,2010,22,['comedy'],1,7.1,148,paramount
ts75111,2007,27,[],1,0.0,0,paramount
ts24179,2009,30,['reality'],1,6.7,65,paramount
ts163926,2010,27,[],1,0.0,0,paramount
ts30525,2010,44,"['documentation', 'history']",1,7.7,285,paramount
ts163934,2009,54,['reality'],1,0.0,0,paramount
ts192131,2007,47,['reality'],1,0.0,0,paramount
ts177919,2010,22,['comedy'],1,7.0,15,paramount
ts20518,2011,42,"['scifi', 'drama', 'action', 'fantasy', 'romance', 'thriller', 'comedy']",6,7.7,153629,paramount
ts20672,2011,22,['comedy'],7,8.1,53384,paramount
ts20436,2012,22,"['comedy', 'action']",5,8.3,23166,paramount
ts17961,2011,41,['reality'],9,7.5,3546,paramount
ts3522,2011,45,"['documentation', 'drama', 'history', 'reality', 'crime']",23,8.8,4585,paramount
ts20457,2012,23,"['scifi', 'action', 'drama', 'animation', 'comedy', 'family', 'fantasy']",4,8.4,124910,paramount
ts21095,2012,24,"['action', 'scifi', 'horror', 'comedy', 'family', 'fantasy', 'thriller', 'animation', 'crime', 'drama']",5,7.9,11964,paramount
ts4065,2011,22,"['comedy', 'drama', 'romance']",5,7.5,44911,paramount
ts42135,2012,58,['reality'],7,0.0,0,paramount
ts20556,2011,41,"['reality', 'romance', 'documentation', 'comedy']",11,4.9,28,paramount
ts34949,2011,24,"['scifi', 'family', 'fantasy', 'romance', 'horror', 'thriller', 'drama', 'comedy', 'european']",3,7.3,5082,paramount
ts21144,2011,21,"['comedy', 'reality']",30,6.3,7262,paramount
ts20608,2011,42,['reality'],10,4.4,213,paramount
ts19623,2011,24,"['animation', 'family', 'comedy', 'fantasy', 'music']",6,6.3,1714,paramount
ts28059,2012,41,"['reality', 'family']",11,5.6,875,paramount
ts21308,2011,42,"['reality', 'comedy', 'crime']",6,7.7,35,paramount
ts21225,2011,42,"['reality', 'documentation', 'comedy', 'drama', 'romance', 'european']",23,6.0,8,paramount
ts20589,2011,24,"['action', 'comedy', 'scifi', 'animation', 'family', 'drama', 'fantasy']",3,8.7,33,paramount
ts945,2011,42,['reality'],6,4.0,340,paramount
ts34965,2011,21,['comedy'],2,5.0,515,paramount
ts35000,2011,21,"['comedy', 'romance']",3,6.8,3157,paramount
ts15606,2011,21,['comedy'],4,6.7,5596,paramount
ts26599,2012,32,['reality'],4,4.7,13,paramount
ts22199,2012,21,['comedy'],5,6.0,830,paramount
ts35075,2011,21,"['documentation', 'reality']",6,6.5,331,paramount
ts36179,2012,20,"['scifi', 'action', 'comedy', 'family', 'animation']",1,5.8,2038,paramount
ts27284,2012,25,"['comedy', 'family']",1,5.4,1532,paramount
ts21187,2011,43,"['drama', 'comedy', 'romance']",4,6.1,2124,paramount
ts37308,2012,21,['comedy'],5,7.1,105,paramount
ts13652,2012,47,"['reality', 'history', 'documentation', 'crime']",2,7.7,168,paramount
ts41259,2012,21,['reality'],5,7.2,595,paramount
ts17767,2012,22,['comedy'],2,7.7,687,paramount
ts33983,2011,21,['comedy'],5,7.2,547,paramount
ts171570,2011,27,['documentation'],1,0.0,0,paramount
ts170272,2012,20,['comedy'],1,4.2,19,paramount
ts242067,2012,51,['documentation'],1,0.0,0,paramount
ts20845,2013,43,"['drama', 'scifi', 'thriller']",3,6.5,107988,paramount
ts20106,2013,19,"['animation', 'action', 'sport', 'scifi', 'comedy', 'family']",9,6.9,26,paramount
ts37645,2013,25,"['documentation', 'comedy']",4,8.9,32715,paramount
ts20773,2014,42,"['action', 'crime', 'drama', 'thriller']",4,7.0,55413,paramount
ts16045,2014,42,"['reality', 'romance']",9,6.6,2690,paramount
ts16606,2013,21,"['comedy', 'history', 'family']",7,7.8,11711,paramount
ts31957,2013,21,['comedy'],5,6.1,13100,paramount
ts35484,2014,29,"['comedy', 'european']",4,8.4,6128,paramount
ts20261,2014,43,"['war', 'thriller', 'drama']",6,7.7,24007,paramount
ts20325,2013,22,['comedy'],3,6.9,5026,paramount
ts20108,2014,24,"['comedy', 'action', 'scifi', 'drama', 'family']",5,5.8,6083,paramount
ts43901,2014,49,"['reality', 'romance']",10,3.2,164,paramount
ts20880,2014,42,"['action', 'drama', 'crime']",7,6.8,19006,paramount
ts20047,2013,21,['comedy'],5,7.7,4337,paramount
ts32060,2013,24,"['family', 'comedy', 'drama']",1,5.6,10400,paramount
ts38135,2014,22,"['action', 'comedy', 'family', 'scifi', 'animation']",7,5.7,948,paramount
ts37501,2013,19,"['family', 'animation']",3,5.7,575,paramount
ts32218,2013,24,"['comedy', 'scifi', 'action', 'drama', 'family']",4,5.7,6034,paramount
ts5368,2014,42,"['drama', 'romance', 'thriller']",5,7.6,4115,paramount
ts18538,2014,45,"['scifi', 'drama', 'thriller']",2,6.5,24398,paramount
ts521,2013,42,['reality'],10,5.0,495,paramount
ts16262,2014,23,"['scifi', 'comedy', 'drama', 'family', 'fantasy', 'romance']",4,4.9,2182,paramount
ts20883,2014,23,"['comedy', 'family']",4,5.2,2909,paramount
ts20122,2013,41,"['drama', 'romance']",4,6.9,2668,paramount
ts33474,2013,22,"['comedy', 'reality']",2,7.6,1468,paramount
ts37871,2014,49,"['documentation', 'war']",10,7.5,137,paramount
ts35868,2014,42,['reality'],3,4.5,722,paramount
ts20285,2014,41,['reality'],6,5.9,524,paramount
ts20271,2014,41,"['reality', 'drama']",6,5.4,414,paramount
ts20803,2013,18,"['animation', 'comedy', 'family']",3,4.5,3492,paramount
ts22416,2013,41,['reality'],1,3.6,464,paramount
ts75954,2014,8,"['animation', 'comedy', 'family', 'european']",4,8.9,1207,paramount
ts38140,2014,25,"['family', 'animation']",3,3.6,329,paramount
ts35982,2014,21,['comedy'],3,7.4,521,paramount
ts22427,2013,18,"['animation', 'family', 'scifi', 'action', 'comedy']",1,5.7,1315,paramount
ts33590,2013,24,"['comedy', 'fantasy', 'family']",2,5.1,2664,paramount
ts4268,2014,20,"['scifi', 'animation', 'comedy', 'action', 'family']",2,2.6,3650,paramount
ts20084,2014,21,"['animation', 'comedy']",2,6.5,1425,paramount
ts32115,2013,21,"['comedy', 'reality', 'drama']",4,7.4,1252,paramount
ts75173,2014,24,"['fantasy', 'animation', 'family']",4,7.8,835,paramount
ts37583,2013,21,"['comedy', 'drama', 'family']",3,6.5,826,paramount
ts45603,2013,21,['comedy'],3,6.0,267,paramount
ts71946,2013,45,"['documentation', 'thriller', 'history']",7,7.7,37,paramount
ts4104,2013,23,"['comedy', 'family']",2,2.5,379,paramount
ts136521,2014,45,['documentation'],3,7.8,64,paramount
ts44178,2013,46,['documentation'],1,8.3,12,paramount
ts140162,2013,20,[],2,0.0,0,paramount
ts44106,2014,21,['comedy'],1,8.0,165,paramount
ts78540,2013,52,"['documentation', 'war', 'history']",1,6.5,60,paramount
ts99532,2013,38,['documentation'],2,7.5,30,paramount
ts52207,2014,42,['reality'],1,7.9,28,paramount
ts98077,2014,1,['comedy'],2,8.5,325,paramount
ts157351,2013,48,"['action', 'documentation']",3,8.3,10,paramount
ts70196,2013,41,['reality'],1,6.6,88,paramount
ts45940,2014,39,['reality'],2,8.4,87,paramount
ts83035,2014,24,['documentation'],1,7.9,9,paramount
ts166066,2013,32,['reality'],2,9.0,42,paramount
ts160567,2013,45,['documentation'],1,8.2,28,paramount
ts37212,2015,41,['comedy'],8,7.2,14249,paramount
ts21950,2015,24,"['drama', 'comedy', 'romance']",7,7.8,23985,paramount
ts41876,2016,43,"['drama', 'crime', 'comedy']",6,7.1,20694,paramount
ts53159,2016,18,"['horror', 'comedy', 'fantasy', 'action', 'animation', 'music', 'family', 'thriller', 'drama']",7,7.0,7040,paramount
ts36672,2015,43,"['action', 'scifi', 'comedy', 'crime', 'drama', 'thriller']",1,7.6,68796,paramount
ts35213,2015,22,"['family', 'comedy', 'music']",5,7.2,3788,paramount
ts41580,2016,42,"['action', 'drama']",5,5.3,21959,paramount
ts35549,2015,21,"['comedy', 'history']",3,7.3,5126,paramount
ts38408,2016,43,"['scifi', 'horror', 'thriller', 'comedy', 'drama']",1,8.0,11508,paramount
ts35596,2015,23,"['comedy', 'family', 'sport']",2,5.1,2361,paramount
ts42074,2016,21,['comedy'],4,7.1,10043,paramount
ts42116,2015,23,['drama'],3,5.6,306,paramount
ts134246,2015,18,['comedy'],5,6.8,80,paramount
ts56748,2016,22,"['drama', 'thriller', 'reality']",3,7.1,2242,paramount
ts38702,2016,22,"['comedy', 'music', 'family']",3,4.3,2241,paramount
ts44940,2016,22,"['reality', 'comedy']",3,6.9,246,paramount
ts99530,2015,46,['documentation'],1,0.0,0,paramount
ts35367,2015,17,"['animation', 'comedy', 'family', 'fantasy']",2,7.1,2223,paramount
ts35862,2015,21,['comedy'],2,7.5,2670,paramount
ts38209,2016,20,['comedy'],3,6.5,3472,paramount
ts43396,2015,20,"['animation', 'family', 'fantasy']",4,5.1,525,paramount
ts34709,2015,40,['comedy'],9,5.7,10454,paramount
ts55961,2016,23,"['scifi', 'thriller', 'action', 'drama', 'horror']",2,6.1,2912,paramount
ts21586,2015,21,['comedy'],3,6.3,9208,paramount
ts37220,2015,21,"['animation', 'comedy', 'action', 'scifi', 'thriller']",1,6.9,2249,paramount
ts89128,2015,21,['comedy'],4,8.0,462,paramount
ts42220,2016,32,['comedy'],3,7.2,649,paramount
ts53445,2016,23,['reality'],3,6.4,61,paramount
ts42361,2015,49,['documentation'],1,8.6,1437,paramount
ts38755,2016,22,"['comedy', 'scifi']",1,6.7,1615,paramount
ts36461,2016,21,"['drama', 'comedy', 'fantasy']",1,6.2,2680,paramount
ts42639,2016,45,"['documentation', 'war']",3,7.6,163,paramount
ts38447,2015,16,"['animation', 'drama', 'comedy', 'family', 'music']",5,4.5,1481,paramount
ts37995,2015,23,"['comedy', 'family']",3,4.3,2802,paramount
ts37872,2015,46,['documentation'],1,8.3,39,paramount
ts35273,2015,22,"['comedy', 'drama']",2,4.9,593,paramount
ts37889,2015,24,"['scifi', 'drama', 'fantasy', 'comedy']",1,6.0,348,paramount
ts42180,2016,22,"['drama', 'scifi', 'family', 'fantasy', 'comedy']",1,5.7,291,paramount
ts43181,2015,22,"['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action']",2,3.4,993,paramount
ts58377,2015,50,['documentation'],7,0.0,0,paramount
ts45492,2015,41,['reality'],8,4.8,194,paramount
ts54024,2016,22,"['family', 'action', 'reality', 'drama']",1,6.6,261,paramount
ts224405,2016,25,['comedy'],3,0.0,0,paramount
ts39246,2015,20,['reality'],4,0.0,0,paramount
ts54154,2016,71,['reality'],1,6.2,72,paramount
ts143451,2015,23,"['animation', 'action', 'family']",1,7.2,251,paramount
ts87543,2016,45,['documentation'],4,7.5,95,paramount
ts77235,2016,22,['comedy'],1,7.0,88,paramount
ts99533,2016,24,['documentation'],1,7.3,13,paramount
ts145279,2015,47,"['history', 'documentation']",2,7.7,163,paramount
ts88391,2016,22,['sport'],3,3.7,124,paramount
ts41349,2016,20,['comedy'],1,4.7,214,paramount
ts147018,2015,29,['reality'],2,8.4,85,paramount
ts70709,2015,44,['documentation'],2,7.8,121,paramount
ts55469,2016,51,['documentation'],1,7.2,50,paramount
ts125643,2016,47,"['documentation', 'drama', 'reality']",2,8.0,16,paramount
ts125638,2015,47,['documentation'],2,8.0,22,paramount
ts99515,2015,47,"['reality', 'documentation']",3,7.7,34,paramount
ts42976,2016,21,['comedy'],2,7.9,54,paramount
ts52896,2015,47,['documentation'],1,7.2,12,paramount
ts124835,2016,45,['documentation'],1,7.3,8,paramount
ts80259,2016,48,['documentation'],1,6.7,28,paramount
ts99527,2016,47,['documentation'],1,7.0,13,paramount
ts125642,2016,48,['documentation'],1,7.0,8,paramount
ts99512,2016,48,['documentation'],2,7.2,33,paramount
ts124282,2016,46,['documentation'],1,7.2,11,paramount
ts78212,2015,47,['documentation'],3,7.4,38,paramount
ts76209,2015,43,['documentation'],1,0.0,0,paramount
ts42240,2016,46,"['documentation', 'sport']",1,8.0,29,paramount
ts99509,2016,48,['documentation'],1,8.2,21,paramount
ts137744,2016,50,['documentation'],1,9.0,9,paramount
ts130940,2016,22,"['history', 'documentation', 'family']",2,7.0,29,paramount
ts99534,2015,48,['documentation'],1,7.6,22,paramount
